"Al","Ba","Ca","Cr","Fe","K","Mg","Mn","Na","Nb","P","Si","Sr","Ti","V","Y","Zn","Zr","LOI"
49009,448,5639,76,20284,18703,4342,867,6454,16,703,353010,88,4844,57,35,48,503,6.29
49220,534,3316,55,20493,16586,2472,1696,2077,12,681,359087,139,2890,78,23,56,201,6.65
69385,426,27866,91,36440,21468,12724,883,7864,16,1344,263776,129,4568,101,34,92,241,13.94
66950,467,3695,79,37210,29520,8623,403,3932,17,432,305845,68,4880,92,27,64,310,9.31
50914,437,9977,34,17206,19674,5186,434,13873,9,1244,354179,142,2092,38,23,56,221,4.72
19318,134,32212,32,12940,3022,12121,201,4154,4,3029,60206,248,1091,42,13,10,32,72.84
63034,400,43304,92,30705,14295,17910,519,6973,16,1004,260364,126,4724,86,39,69,306,14.75
39323,230,5703,44,13289,7322,2472,836,10089,10,786,367547,124,2254,36,17,38,141,7.76
55254,344,6132,102,29306,16520,6694,976,7715,15,1021,335855,76,4442,82,43,67,429,7.09
67480,599,12379,47,26159,20604,5427,596,15282,13,969,306967,218,3423,81,33,71,250,9.47
38582,399,5932,57,14968,16952,3136,465,5712,14,668,365537,83,3669,44,30,32,625,7.09
80499,637,6525,78,40217,23070,6573,906,1039,14,2597,267843,82,4334,91,31,163,251,15.03
14978,185,1837,26,3497,7239,784,139,2151,6,607,410832,32,1691,22,12,27,372,6.64
27839,353,1222,14,8393,19442,1869,77,4006,10,554,399053,47,1775,18,13,12,222,4.17
31861,250,6003,79,15807,10136,2050,612,4822,15,607,384048,61,4191,49,35,47,544,5.3
56894,562,12057,27,17206,18106,3739,511,17137,10,1047,323328,215,2674,41,21,38,241,9.78
39588,443,13186,16,10212,15549,2292,217,12760,8,1183,301872,161,2032,31,25,29,369,19.61
51814,605,15459,26,29936,22032,6091,643,15282,11,1152,329217,174,5408,61,35,66,404,6.03
21382,79,5675,6133,80435,3885,126638,1402,1558,5,406,209132,27,1331,80,12,97,58,15.35
38847,292,60164,39,18255,18130,17488,434,5861,8,716,279856,124,2098,39,20,50,170,14.97
40964,160,85979,66,20354,11473,38052,596,3709,9,1130,198054,224,2350,77,17,81,106,25.62
55942,280,3845,86,32034,12128,4704,1665,4748,19,554,328282,74,5378,90,34,67,329,9.69
87168,504,15781,97,44344,23584,12000,1301,11425,14,1082,271302,331,4478,105,34,117,208,9.05
80552,1123,14709,32,36440,29586,8081,1053,12463,13,947,281772,173,4113,118,23,119,184,9.23
70126,679,12958,57,35951,22912,9588,565,19362,15,1082,290747,171,4113,77,28,84,272,9.3
56259,418,6783,89,27418,18180,6091,713,5786,15,489,331181,102,4664,75,35,59,478,8.41
20217,391,2187,33,10841,12710,1266,294,890,6,969,399146,74,1487,25,11,32,337,6.37
16936,152,18611,18,7134,8658,2111,225,3116,3,1475,389423,80,935,18,17,96,110,7.28
43981,314,6840,64,19514,13980,5608,612,7715,10,567,355067,75,3117,53,25,59,313,7.29
36412,207,168241,29,15318,13930,4101,256,445,8,375,186368,141,2392,43,25,27,158,24.27
43822,232,16853,63,24550,13249,4583,1162,2745,12,921,343801,105,3687,67,24,75,256,8.3
51126,317,10292,71,27138,13274,7900,713,8828,13,1257,332910,82,3651,73,26,76,227,8.39
51761,471,10392,49,27278,15515,5005,697,13279,15,1082,319448,145,4844,73,24,66,339,10.63
65945,388,21241,156,32314,11332,13568,527,23888,7,1043,309258,206,3561,89,15,59,181,5.77
38477,371,5589,62,17416,15059,3618,449,4600,13,436,366425,77,3843,51,28,37,554,6.97
73619,542,28810,66,38119,18778,14171,759,15431,15,1287,285372,451,4742,86,34,88,290,7.31
44510,442,6397,31,21612,20563,4342,751,10831,15,1335,353524,92,3843,47,22,70,292,6.08
79917,374,3473,75,37490,22173,6392,651,1706,16,454,315381,63,4832,111,33,59,312,6.29
22334,259,2945,34,7904,10535,1628,194,3264,7,231,413450,52,2326,24,20,15,422,3.17
49114,305,28231,68,23991,12270,7236,534,3709,10,450,314353,89,3393,76,25,55,254,11.83
67427,780,20605,81,40357,17325,10915,1262,23888,8,1680,282660,317,3891,92,15,72,265,9.48
82087,420,11650,237,48541,14652,9588,2409,1855,20,1519,247836,79,5366,171,48,154,261,17.35
41493,486,5003,39,13709,19791,4101,449,4154,8,882,362405,95,1852,38,17,98,152,7.54
52872,515,14551,23,24410,18861,5427,612,14837,12,1257,338239,162,4430,63,32,56,347,5.56
36254,369,1630,9,5386,18189,1025,163,6751,4,175,398165,47,1631,16,15,12,178,3.19
59382,432,8598,90,29796,17143,7116,790,4822,16,607,309912,111,4700,82,35,63,412,11.76
67003,306,15044,89,35251,13482,12784,697,19214,14,1353,303555,173,4928,108,28,70,203,7.42
38318,296,28731,159,36510,6600,15197,1944,8235,8,3662,188658,171,4592,122,20,243,125,36.44
83145,407,2873,106,47352,21376,7357,1743,3858,18,1606,279856,76,5623,145,34,141,249,11.08
64727,394,5182,228,43924,13922,9890,968,9273,11,1109,280557,94,6589,147,21,85,268,14.37
52343,261,27673,815,33573,12153,23699,813,11425,10,550,302059,115,3369,83,23,56,168,8.66
64516,614,10013,39,27977,24938,5367,604,14244,17,934,315334,157,3843,71,36,67,375,7.91
52555,535,11292,38,17206,16595,7236,217,18250,6,903,295001,159,2314,61,13,20,207,16.39
98123,570,4238,105,49730,26996,12181,604,13205,22,1379,266207,114,7758,133,42,144,265,7.74
58218,340,39830,61,25949,16794,10975,743,8680,14,1091,293879,111,3411,66,34,77,239,10.55
19159,130,137580,19,11121,5902,2050,418,890,8,685,251202,68,1858,29,15,24,318,19.73
74995,403,21370,93,38119,15059,15136,620,15802,16,1479,277378,200,6043,114,28,69,268,9.87
35248,357,2266,25,9722,15872,4342,364,4451,8,467,392041,78,1571,27,20,26,235,3.9
90396,738,2087,19,30775,31828,5910,527,4303,24,1296,276256,125,5935,65,31,96,398,12.02
7833,102,708,8,1609,3810,241,46,890,4,511,436822,17,570,2.5,7,14,93,3.85
68009,273,4195,149,41686,13681,9106,3663,1558,15,1052,256904,51,4185,115,46,113,168,20.55
38582,262,97414,40,18465,17666,41187,728,2374,9,1938,147617,183,1912,54,18,120,75,34.15
69544,435,15702,135,39588,15690,14051,1007,16098,15,1370,288270,162,5893,114,30,92,269,9.18
66844,548,17739,87,40008,18645,4040,984,3709,15,3448,271816,192,4298,96,31,351,225,15.37
64886,397,15788,73,32174,13855,8925,829,17656,17,1113,307949,173,5282,87,31,76,305,7.99
70655,551,12679,45,20284,28516,6935,720,16989,20,2972,313652,176,2344,43,45,116,236,6.5
60440,481,12071,66,32384,16819,9226,651,16618,15,1383,306687,178,4203,77,30,72,329,9.44
57318,424,8912,42,29376,20579,6513,1154,10905,17,964,317391,105,4322,76,26,88,258,9.44
53349,398,5260,105,38329,15051,7538,813,8235,15,1955,292430,68,4095,91,26,129,282,15.42
76318,459,2637,179,50919,15731,8081,1394,6380,17,690,297618,44,5360,114,43,79,252,8.59
89285,912,21112,40,42316,18720,6211,1502,15208,12,720,268123,725,3897,124,30,252,261,9.92
29109,371,4210,49,9862,15283,1930,480,4748,10,1244,393023,71,3135,34,24,25,624,4.52
51179,416,2987,59,18465,16586,3075,426,7344,17,576,359975,63,4310,66,31,47,415,5.59
74571,349,4102,335,46093,17317,11940,1564,9570,15,724,284250,68,5216,114,33,93,238,11.01
74201,435,1958,74,43854,17001,8141,1642,10460,15,903,300890,65,5048,101,31,105,233,8.7
59858,377,92482,85,28887,15200,13267,658,7715,13,550,221566,200,3087,80,27,67,143,17.97
49062,202,179676,57,22871,13839,8322,550,2596,12,546,154769,571,2326,79,17,60,86,24.82
7304,94,1915,28,14618,3503,482,310,964,5,1183,428081,20,845,53,7,48,197,3.47
59752,592,12600,36,16996,20696,4583,364,20179,12,598,331554,204,3843,57,24,31,408,6.47
24716,314,221486,26,12380,7621,42273,271,1780,6,724,80446,4564,1313,46,8,35,80,34.86
17730,223,1808,28,5386,9240,905,271,3042,8,371,425136,46,1763,26,10,21,318,2.45
59911,301,4310,228,35741,13042,5307,1564,4525,18,393,326132,62,5839,111,31,73,290,8.56
36148,348,11278,27,14198,10593,4040,279,12908,10,895,147757,110,2848,45,18,14,160,53.39
27415,355,4688,44,9652,13897,1869,488,4229,8,624,391807,73,2740,27,21,22,624,5.54
60864,647,12715,48,21473,20048,6513,581,19362,11,868,331134,212,3123,50,19,43,237,5.61
68908,355,4224,118,31195,22198,13448,898,4896,20,1344,302667,266,5102,97,39,110,232,10
20588,298,2187,31,6085,11780,1025,372,3190,6,628,415927,50,2242,16,15,22,533,3.2
12332,172,1515,25,4127,6816,543,178,1929,5,454,435326,30,1277,17,9,18,251,2.1
77853,784,17174,31,22312,23302,6392,751,21514,10,751,312156,258,2800,59,31,57,215,5.12
59488,626,13622,42,14898,13374,4161,256,21885,5,803,329217,257,2440,43,10,31,206,8.16
45145,408,2008,66,21403,24174,6272,565,4154,13,930,353805,57,3939,60,28,84,456,6.69
55360,245,2409,49,22102,23020,3075,325,6009,17,1523,328189,68,3465,52,23,54,287,10.52
57741,339,25615,632,42735,11838,41368,968,8828,13,1026,260410,127,4209,95,32,97,221,12.59
80552,615,2551,73,54136,17358,8201,991,4303,16,528,295655,63,5036,104,40,95,201,7.99
30485,250,61300,49,14618,10427,3679,511,2819,10,951,311782,198,2638,48,23,45,332,13.48
46839,541,8777,14,6575,19450,2050,209,18027,5,262,376382,185,1067,31,10,11,107,2.88
49961,528,13215,46,26439,15125,6875,534,12463,13,1283,205767,152,3004,59,25,51,196,35.17
65627,440,7833,88,33013,13515,5970,774,5861,14,441,306733,87,4155,99,32,65,249,11.56
62452,491,7440,96,26788,17333,5789,774,12834,15,607,334873,142,4556,79,31,60,300,5.64
56312,432,5124,87,27418,18985,5789,705,5490,15,716,331648,104,4592,76,37,59,455,8.47
68168,344,40266,113,36720,19176,14413,743,7641,15,982,265318,147,4209,100,28,92,178,12.29
52766,363,23199,65,25669,15308,7960,898,7122,13,820,320383,129,3825,70,26,60,183,9.17
26674,324,4238,45,8113,13033,1387,488,4896,10,380,403914,58,3213,26,24,27,583,3.41
78117,697,7990,109,37420,21866,10071,589,12166,17,873,290326,162,5450,113,29,80,244,9.22
37736,267,3802,49,15527,10036,2352,480,2300,13,790,380402,85,2530,42,24,45,304,5.95
68062,408,16488,59,27837,22671,14352,767,2819,15,384,296871,66,4634,68,42,65,366,10.5
24398,314,3859,22,6854,12286,1025,240,5935,6,1004,402278,74,1679,18,12,31,346,4.65
13072,129,150373,21,6785,4665,1568,426,1039,4,711,250828,317,1109,19,19,27,170,20.13
64569,301,22913,71,40357,9530,14654,953,14615,14,1074,283175,205,4682,93,37,63,206,11.26
43399,243,4538,106,25529,10759,4101,1820,2967,13,1331,351140,52,3687,78,24,69,262,8.61
81981,377,4867,143,48960,15100,7538,2161,3042,27,1113,266160,72,8321,179,38,106,500,14.12
79017,503,27216,109,41616,19957,18453,751,14540,19,1170,268497,182,5743,121,35,94,237,8.71
64410,379,2001,130,33503,16412,6513,1154,7344,19,1074,306593,76,5210,119,26,115,239,11.57
79070,296,6590,173,46582,18844,16463,1433,7641,15,772,267656,91,4292,120,30,120,153,12.76
33607,357,10370,52,23431,6575,3859,387,1929,7,3173,163089,85,1439,62,17,219,77,50.98
46997,313,1701,58,19794,14270,3739,596,6380,13,493,367220,48,3957,50,28,43,239,5.22
15401,260,8691,12,15108,6160,1025,395,2522,5,868,389003,48,923,22,11,22,133,8.59
50332,365,4324,98,40147,16835,3980,1440,3709,19,1157,316737,67,4928,95,38,73,520,11.58
39006,364,5532,83,23851,15125,3739,612,6528,14,1026,364041,79,3771,71,31,60,519,6.02
26515,154,220557,25,12310,9663,7779,217,445,9,214,140559,144,1900,38,17,27,170,29.2
60440,570,14251,34,19444,18189,4885,480,19140,8,594,334827,225,2824,49,21,36,290,5.65
15401,198,1744,16,4686,8293,724,139,2819,4,607,417844,33,1097,13,9,19,177,4.85
69120,546,13301,79,44204,24016,11337,441,14986,17,1026,280183,191,4472,99,35,84,224,10.58
20694,126,557,42,21333,4740,784,457,890,10,253,413123,22,3753,46,28,19,663,2.81
50067,226,181320,56,26718,8218,6030,1588,2596,15,733,137474,616,3016,66,20,81,114,28.28
66209,312,74972,265,42945,15075,15317,1781,3858,14,908,217312,176,3909,118,35,99,147,17.93
28527,271,8126,24,10491,9148,2834,163,8235,7,1401,136165,115,1439,32,15,11,104,59.44
69649,612,6347,79,34342,25037,8201,2083,8606,105,2056,279715,138,6661,105,27,148,516,13.42
24134,262,2623,40,15877,9580,1508,651,3116,9,642,401857,50,2446,38,18,46,326,4.21
95689,479,1908,91,45603,21069,4161,1107,1855,22,1239,244003,32,5468,119,30,125,197,17.79
18153,186,943,34,8253,6268,1146,689,2671,6,432,419713,32,1307,22,12,41,179,3.63
7886,129,5682,10,7834,3752,362,178,1261,2,511,412562,33,498,5,7,22,122,7.32
44351,411,10642,46,20563,22547,6875,511,4451,12,724,348803,96,2956,50,28,47,343,7.07
78911,516,6904,91,38469,18612,10312,891,11350,17,951,298834,115,5797,114,38,88,291,7.6
65733,618,16009,69,33363,20222,9468,395,20920,11,1318,288083,216,3993,85,23,49,259,10.79
68115,370,6925,253,43785,11224,6995,3315,3264,20,1047,281959,70,4850,114,46,110,221,14.81
58588,373,4560,134,36091,14254,9407,860,8680,15,1030,307762,159,3909,92,28,138,287,11.55
59117,489,14273,55,24200,11954,7056,511,18546,8,1122,323702,211,3075,61,16,67,227,7.86
46680,406,2187,62,23151,22721,4161,1502,2671,16,694,353524,90,4227,55,26,44,306,6.85
50120,348,16309,68,27837,14279,10191,565,12018,8,1283,300236,157,3201,78,25,67,156,13.85
36889,311,7712,88,19234,14528,3196,287,5341,14,637,371100,71,4083,62,27,47,523,5.63
59858,388,7233,70,26998,14337,6573,999,10163,15,1453,330807,91,4730,77,36,88,378,7.35
90872,592,6847,129,65257,22555,15076,465,6232,22,1645,203196,97,5845,141,36,142,150,21.26
66686,425,12093,94,33573,17724,10010,867,9125,17,1082,306079,97,5402,94,41,78,373,8.76
45039,512,13179,69,23641,14129,3799,596,13724,12,3871,281211,258,3963,70,22,91,352,20
57159,193,11778,2280,57284,10501,65007,1247,8086,8,493,243302,60,3525,122,20,88,104,12.68
79917,635,19383,44,28677,23568,10855,697,17805,11,812,303976,193,3201,81,28,61,251,4.87
38900,428,5839,28,12590,21551,2653,480,6157,10,572,381337,88,2896,30,24,35,432,3.65
23763,142,261295,42,11750,5039,3256,565,1261,10,1746,94610,345,1751,40,28,81,118,34.75
46415,196,90481,68,27558,10211,7357,527,3932,13,1152,226568,392,3081,83,23,88,155,21.87
62240,656,7233,24,26509,27320,5608,852,12389,15,580,324777,131,3453,54,26,69,220,6.97
61076,302,58906,101,33083,16130,12242,1317,8828,13,742,262841,216,3483,77,29,94,169,12.8
38106,221,74758,37,17276,13216,5427,271,742,10,393,296216,88,2884,44,27,33,392,12.99
74201,439,4231,107,35951,20621,10975,573,10015,17,1222,283782,70,4814,111,31,121,232,12.41
60758,455,5632,65,29726,26864,6875,379,4006,17,436,322954,81,4286,71,26,51,271,8.31
40011,176,94341,51,19654,10078,6151,302,890,14,493,269385,120,3441,66,27,56,297,15.39
33713,214,3602,98,27138,6276,3679,426,4229,13,1514,360956,70,4634,85,17,74,192,8.72
14237,123,24428,9,5176,8384,1266,147,297,3,183,407700,61,869,13,10,15,115,4.29
37259,217,2644,123,24830,10518,4643,2068,2967,13,493,366799,43,3315,63,31,59,179,7.01
78964,429,2845,99,40427,16752,7176,1084,5861,22,903,273171,85,6427,119,33,95,346,14.72
12596,173,1944,16,3217,6326,482,108,1855,6,764,419807,30,1523,16,10,29,306,5.41
77271,367,9934,73,40287,17317,6694,728,9347,14,1881,295281,177,4125,72,24,65,127,9.07
46574,202,9756,204,45603,5105,7357,356,3783,10,1881,132332,90,5252,137,16,72,122,51.09
21276,266,2516,38,6085,10385,1206,217,3783,10,218,417423,51,2758,22,21,15,500,2.78
70708,584,1008,16,15457,47982,3679,85,5341,12,511,337725,40,2680,28,46,11,209,4.13
83569,389,4781,112,50499,21127,8804,1425,3338,19,2021,265038,108,5485,133,31,272,253,13.21
29903,357,8798,24,10701,12062,3196,225,3709,9,1257,334453,96,2542,35,19,28,448,16.44
12014,116,536,7,1399,8152,181,54,1113,2,183,437850,15,546,2.5,6,8,58,2.41
68062,344,40023,114,36580,19010,14292,743,8086,14,982,266253,145,4173,103,28,89,179,12.18
47844,443,5568,12,10561,26349,1146,194,12834,9,729,339034,79,1888,22,21,27,297,10.36
64092,485,10628,62,36510,20173,9106,1177,10015,15,1017,299862,101,4490,128,34,137,239,10.27
45198,350,10470,76,20633,16163,4945,519,4822,14,498,348756,87,3783,59,31,45,432,7.91
57688,267,7133,714,35321,12768,12061,953,12834,13,428,326319,72,4676,96,28,67,241,6.62
20006,262,2330,16,3917,11415,724,178,4080,5,498,418592,49,1139,13,10,22,228,3.29
94365,520,7676,89,48051,23120,10252,596,12463,18,742,283876,139,5390,123,36,71,224,5.89
25139,312,3373,16,7274,15266,1447,426,4080,7,611,403493,62,1637,16,14,30,286,4.17
34719,257,1372,74,22102,10908,1628,565,2819,21,764,381150,46,5641,70,39,32,588,5.12
62293,511,14144,37,18955,14054,5608,310,20475,8,733,315521,265,2266,55,13,39,143,9.83
49591,549,5110,78,27488,15706,3679,480,3635,13,890,338332,85,3849,81,28,53,378,9.4
33660,328,8548,32,15248,17400,4643,426,4822,9,493,381664,73,2062,35,24,35,306,4.31
68168,260,16445,567,45533,13224,22252,1015,15802,10,624,288083,75,4598,141,34,88,186,7.81
27786,317,3581,28,10072,13764,2050,356,5341,9,476,403400,73,2050,26,17,27,304,3.08
25827,156,27702,53,13359,7588,3256,232,1335,8,502,362686,177,2098,35,17,42,231,9.33
22334,210,2344,55,18675,7936,1266,813,2003,10,816,400876,38,2752,38,21,54,366,4.65
72878,384,5696,168,45183,10750,5126,1022,4822,13,2016,275602,69,4658,91,30,210,309,15.41
37736,388,14616,52,14618,16254,3859,395,5564,13,659,354833,92,3567,40,30,31,611,8.33
78117,1043,23235,60,113448,8384,15498,2153,12018,14,3583,195156,211,19982,211,21,121,527,13.93
39535,402,8684,37,16647,16893,3498,403,7270,8,685,364415,102,2434,42,23,49,280,6.49
55836,523,3445,32,17766,26756,2774,379,5935,11,580,355160,52,2842,48,32,61,256,5.07
94418,683,21663,180,53017,25079,28946,891,12537,16,1039,231055,146,4526,123,35,135,177,11.03
52290,271,73543,75,31544,12959,9166,937,2077,16,1130,243442,104,3339,81,60,177,204,18.5
14343,176,1444,14,4966,7579,663,132,2967,3,820,428829,34,594,14,9,19,80,2.82
75312,241,23628,250,61480,11987,27318,1255,15134,13,1239,254708,136,6331,186,36,108,175,9.33
56894,425,4646,120,42036,15972,7478,1076,5935,27,1122,325618,79,8351,125,36,105,394,6.83
23075,308,12350,40,12800,10501,1869,333,2671,9,1026,390171,70,1990,31,20,114,275,5.8
13284,113,134936,24,6715,3512,1628,449,1039,5,1004,264851,178,1055,21,17,35,188,19.46
12332,202,2587,18,4756,6525,603,372,1706,6,524,422752,50,1235,15,9,14,264,4.56
62134,601,11535,16,21543,23211,3980,689,19733,13,882,329124,180,2998,54,24,57,317,5.98
62240,443,4974,77,28467,17325,5789,1007,9125,17,589,328236,98,5515,85,39,64,436,7.5
8045,146,14851,29,12240,4001,965,379,1484,4,2540,172018,50,761,43,7,11,157,56.09
58323,365,10134,19,21543,24564,4161,310,19659,12,607,329544,112,3099,45,28,35,304,6.74
33025,322,23792,27,19304,14337,6573,457,6603,6,1375,285465,222,2254,40,22,60,160,21.69
48162,367,3788,73,17975,16238,3075,620,7789,15,794,360816,66,4736,54,33,46,485,5.78
26674,269,10206,34,19654,6019,4764,248,4303,7,1318,73855,91,1595,51,20,14,48,72.09
59594,420,21563,94,30495,15549,9528,767,4970,15,724,290747,119,4526,95,35,67,340,13.59
58906,733,22885,205,41197,12602,13387,612,20030,9,676,303835,282,4670,122,13,52,262,7
59594,409,9799,52,30355,13091,7357,1115,12760,12,973,314166,92,3813,76,27,79,215,9.94
80287,527,643,90,47561,24390,7598,472,4896,15,938,302807,33,7458,121,36,121,235,6.45
89443,580,5074,83,44204,24680,12483,697,13650,15,930,292897,148,4742,101,35,146,210,5.07
35301,248,154947,429,27698,8766,40946,573,4154,10,642,142148,311,2116,59,17,51,93,27.91
47738,437,7669,47,21053,19733,7056,403,12389,13,777,361143,102,3327,53,28,59,323,3.35
60440,439,7662,89,30146,17956,7056,821,5045,17,650,305191,96,4748,85,36,68,369,12.54
40329,762,5632,43,13149,15424,4462,201,9570,7,445,357357,256,2428,43,12,44,195,8.57
70020,680,17532,79,51968,17906,11820,674,24333,13,1183,280791,246,4340,99,27,47,250,7.99
74519,516,15552,57,35112,21277,11277,1115,23888,15,3247,285418,294,4292,101,32,96,224,8.06
97806,604,1494,94,43435,28524,7056,488,5267,15,511,289345,50,5527,149,35,127,212,6.46
37100,384,5089,43,12170,19019,3136,232,4451,11,402,373951,66,2878,40,20,26,346,6.25
74571,513,3245,75,41336,12253,3920,1874,5193,18,842,296263,116,7224,143,32,89,407,11.4
27521,319,5846,12,7204,15947,2231,240,5341,5,786,394425,76,1139,16,14,24,207,4.97
50226,417,6847,79,22732,17599,4824,829,5638,16,930,333985,82,4682,73,36,54,409,9.79
63775,843,11900,15,16437,24058,2472,759,23146,11,1178,311595,268,2206,38,16,53,261,9.86
94736,532,5646,71,37140,28524,8262,697,11499,20,1047,277939,105,4940,96,33,98,260,8.7
74360,619,12064,72,42735,29636,11940,953,13205,19,969,289018,139,4454,93,43,112,210,7.58
44351,277,26108,53,25879,10684,13749,953,5935,13,1209,318934,71,3747,62,27,84,189,10.32
15613,196,1672,47,10422,8775,1447,217,1929,7,458,423874,37,1733,27,13,30,224,2.5
68009,378,6282,105,35181,11987,4342,441,3190,17,873,300797,83,4640,104,35,128,365,12.92
65362,653,22806,196,30705,18695,10071,891,14318,13,1196,303041,386,3819,84,28,71,284,7.96
74360,526,12943,107,29796,21966,4523,1301,17879,19,345,311829,176,6157,84,35,55,553,5.76
34719,348,4060,27,11681,18462,2472,302,5341,7,463,386759,79,2044,28,17,27,281,4.41
67691,786,13536,25,21752,27270,4945,984,25742,9,1349,314119,223,2296,45,16,62,174,6.34
21752,118,2945,31,13569,6550,1628,217,1929,10,297,413029,26,3273,41,19,28,358,3.08
6827,55,6154,18,3847,1635,1146,147,1261,4,1584,41976,96,294,100,9,1.5,17,87.26
71978,710,18982,78,35391,18330,11277,519,23443,13,1030,285418,263,5006,101,20,46,298,8.89
82351,434,26680,11,35321,17466,9829,937,30565,9,436,294954,148,3873,77,39,67,222,3.56
55095,521,11485,39,17975,14901,4402,279,18324,6,672,335528,174,2818,46,12,35,242,7.74
69914,244,2902,5,9862,32683,1869,1038,14169,14,1650,318513,45,749,11,20,66,67,9.87
